TransactionID,Date,Amount,Merchant,Category,Location,CardType,IsFraud
8122b5bd-a09c-4408-b5cb-5ceb2a3dd573,2025-01-13 01:20:19,934.36,Gutierrez-Swanson,Entertainment,Port Danielmouth,Amex,0
a3765fdc-87fb-48a3-b13f-a689c9ce230c,2025-02-13 22:34:02,309.11,Martin PLC,Travel,Smithburgh,Amex,0
ce7fbbd2-3b7b-4cf0-a4d5-b7e8d5ec809a,2025-03-31 03:37:31,544.1,Lopez LLC,Travel,West Abigail,Amex,1
337357e1-93ae-45fa-b59a-113239b1b030,2025-03-02 08:13:06,300.67,Neal LLC,Food,Morenoborough,Amex,1
b788cbbc-e30e-44f3-ad3b-85cc140d4598,2025-02-14 05:32:00,486.5,Castaneda-Adams,Food,Higginshaven,Amex,0
bf949368-52aa-4c12-8c57-93a71d061242,2025-01-06 12:53:49,661.6,Herman Inc,Travel,Nelsonside,Visa,0
386615a8-eb8c-4e00-93db-9b55c6794b63,2025-01-27 12:26:50,531.6,Francis Group,Health,Jonesbury,Amex,0
7d7a1076-ff89-438a-a014-27000085d290,2025-01-29 10:27:31,408.64,"Campbell, Kelly and Klein",Food,Lake Mariahaven,Visa,1
e04c96e3-e325-41bb-be2f-abf467465bda,2025-02-24 01:48:03,99.92,"Willis, Parks and Ferguson",Clothing,Mckinneyshire,Amex,0
90dd1cef-05ee-42a1-8519-873472dd0d6b,2025-03-27 15:06:25,738.95,"Harvey, Yoder and Saunders",Food,Hollandfurt,Visa,0
9139dc28-1405-48a3-bf61-eeb62107e23a,2025-03-29 19:11:31,747.27,Davis-Hernandez,Tech,Michealmouth,Visa,0
e8d2396b-90aa-4697-8230-1e2b368d27b1,2025-01-10 02:32:34,143.97,Torres PLC,Clothing,Lake Gregoryhaven,Amex,0
4b8351e1-b150-4786-9261-8a13a2364ec0,2025-01-25 08:25:29,621.41,Chandler Group,Health,South Timothystad,Amex,0
a9c3ebb0-476b-43d6-a441-a479c66da90c,2025-02-09 02:44:09,64.7,Thornton-Perkins,Food,Lake Roy,Visa,0
6fef0aa0-1e94-4953-9e13-441cffdcbf86,2025-02-17 00:19:38,292.57,Barrera-Mcfarland,Entertainment,Shieldsberg,MasterCard,0
f8966527-5158-4632-adfd-79141bcdd3d7,2025-02-01 05:08:50,774.59,Johnson LLC,Health,North David,Visa,0
e448e232-d670-4baf-bb59-abf84947a2bd,2025-01-04 17:55:21,109.29,Peck-Bean,Clothing,North Melinda,MasterCard,0
9fcad3e0-ebce-4489-941b-665008b16bbb,2025-02-16 12:42:24,262.9,Jones-Hogan,Clothing,New Jesse,Amex,0
132167f6-717c-4d15-8065-3b7364867a6f,2025-01-15 07:51:17,380.62,Ford-Flores,Entertainment,South Richard,Visa,1
62d87217-83bd-44b5-81f3-580eaa2fc06c,2025-02-15 05:19:49,997.17,Harris-Woods,Clothing,Laurenfort,MasterCard,0
601e493d-2c78-4810-bc62-736f38866984,2025-02-26 22:17:05,980.84,"Alvarez, Hudson and Spencer",Clothing,Archerside,Amex,0
a5d2f6b9-1a4e-43b7-9a0d-f06424b28848,2025-02-28 19:01:20,54.64,Shelton LLC,Clothing,Lake Mistyhaven,Visa,1
2e829d4d-9760-4dc7-ba72-1267158ab4a7,2025-01-13 02:39:20,579.6,Richardson-Russell,Health,Fosterville,Visa,0
9b5a9e7e-ae1c-43ba-8eea-190c70b39898,2025-03-13 23:27:41,442.6,Brown-Williams,Food,New Tyler,Visa,0
bbd42810-9fee-4e60-bac2-1aae4505e10c,2025-01-29 19:29:08,912.54,"Edwards, Perry and Phillips",Food,Gomezmouth,Amex,0
fa6d9d3c-e2cb-4be9-99f5-a217d8c771bc,2025-03-09 05:32:51,489.51,Johnson-Fowler,Clothing,Dorisview,MasterCard,0
08d942bb-f28a-4362-bfc2-9b28f3c9c05f,2025-01-19 15:46:24,941.12,Scott Group,Clothing,Port Judy,Visa,0
7303cf91-ed46-4b92-a9b6-2929cae02ba7,2025-02-01 22:33:35,422.74,"Shelton, Perez and Kane",Food,New Beth,MasterCard,0
bceb3579-9e7f-4f4f-9589-b71e38b1ea13,2025-03-30 02:29:23,506.45,"Taylor, Chapman and Orr",Travel,Glassshire,Visa,0
29ea0c19-7bd9-4e88-86d7-eb90d1647eab,2025-02-26 02:58:15,74.19,Bryant-Hill,Tech,Charlesmouth,Amex,0
342f2368-ca0b-41fd-9804-1a46d1a33264,2025-03-05 05:26:09,45.25,Delgado-Avila,Entertainment,Port David,Amex,1
59afa917-4836-4afb-8b21-e457f43adbeb,2025-02-26 13:37:19,799.51,Rivera and Sons,Entertainment,Davisland,Visa,0
d0866318-4d32-4457-a93a-02b88ace5826,2025-01-14 05:15:56,134.96,Gallagher LLC,Tech,Gailborough,MasterCard,0
bda3faf4-4bb3-4289-b010-182b2278352b,2025-03-25 21:41:40,494.81,Morton-Smith,Travel,East Jacquelinetown,Visa,0
971d596c-ca4f-4e9f-8a2e-abb9601dad03,2025-02-14 06:52:24,648.39,"Stuart, Rodriguez and Roberts",Health,Brandonberg,Amex,0
8897de6c-597f-47a8-8542-95e7023ad93e,2025-03-13 01:23:56,163.08,Stephenson-Wood,Entertainment,South Joshuaton,Amex,0
9e190244-4079-422b-90fe-0d46eaa35c18,2025-02-14 16:12:32,36.86,Jones Ltd,Food,New Melodyside,Visa,0
547fde96-b7ba-4742-94f4-66ca85ec1e91,2025-02-28 21:03:59,86.53,"Howard, Robinson and Kelly",Travel,South Andrewmouth,Visa,0
e11e2a09-ff7b-472c-b05e-b814a5768a7b,2025-04-03 05:31:26,588.2,Everett-Miller,Tech,Carrollport,MasterCard,0
510b879b-d13b-4351-bf20-cc6309cbf983,2025-01-20 20:02:16,698.44,Greene and Sons,Travel,Jamesmouth,MasterCard,0
8bc830b5-d233-4641-b826-cd1ed0fb55fd,2025-01-23 11:34:24,449.39,Williams Ltd,Health,Deannaberg,Amex,1
130fca32-3357-4b76-9b93-0443fcfab02c,2025-03-14 00:05:34,342.98,"Duncan, Caldwell and Gray",Travel,New Patriciaberg,Amex,0
f1f72b1d-eb95-4f74-97dc-8245e0f655b3,2025-03-05 08:44:37,763.35,Tucker-Davis,Travel,New Justinhaven,MasterCard,0
085da7c7-0d84-4e38-8307-14acfa0fd2c8,2025-03-23 11:01:15,479.19,Scott Inc,Clothing,Brownmouth,MasterCard,0
7278cc9d-8f5b-4c18-b9f0-5b5ce9bda0e8,2025-03-10 15:10:59,888.2,Case-Fox,Clothing,Millerborough,MasterCard,0
5cdbcc09-700c-4783-9ae5-af701b69fe4e,2025-03-19 19:48:40,778.64,Esparza Group,Tech,Heatherfurt,Visa,0
263096e3-a9f1-478e-8b60-1d75583c1e1f,2025-03-17 20:08:28,90.96,"Hall, Martinez and Kramer",Clothing,Victoriaburgh,Amex,0
65dfdeda-39b2-4fce-ab20-41e3d2818bf8,2025-03-25 05:27:36,376.82,Anderson Inc,Clothing,New Christinemouth,MasterCard,0
75e9bcab-6433-4e1e-a0b8-350ee82e684a,2025-02-13 02:35:59,123.51,Brown PLC,Food,Singhmouth,MasterCard,0
8371c00a-a960-43c3-8cad-9a1a9d6fbb72,2025-02-11 08:29:35,368.47,Swanson-Jones,Health,Debraberg,MasterCard,0
13018248-130e-4783-beea-d9926cada620,2025-03-17 07:50:17,596.53,"Watson, Allen and Ramirez",Health,North Debraville,Visa,0
eae01f77-0f95-4c09-a30a-e8a0fb2ee5db,2025-02-10 03:06:23,953.05,Wilson-Lawrence,Clothing,Nicholaschester,Amex,1
9da01346-2ae8-4bc6-8aee-059d4945f709,2025-02-03 01:48:35,804.31,"Baker, Jenkins and Peterson",Entertainment,Port Scottmouth,Amex,0
3bc6d425-ee2a-49f2-902d-f99bd4ff0bcc,2025-02-11 18:36:19,865.63,Hudson-Jones,Clothing,East Brianmouth,MasterCard,0
201c7a5e-66a1-46cf-9d0e-5acb1c1c461f,2025-02-09 19:47:35,947.0,"Manning, Rivas and Moyer",Food,East Jeffrey,Amex,0
b6a6aef5-3cae-434e-bd04-8cc7fc80c221,2025-01-13 10:30:28,851.31,Thomas Ltd,Travel,Simmonsside,Visa,0
4531670b-ce82-4f8f-a3a5-3a29aa26a046,2025-02-28 11:13:26,842.76,"Clarke, Matthews and Johnson",Health,Guerrerochester,MasterCard,0
f0087a04-adbe-467a-8cee-803412e31bd3,2025-01-17 09:35:35,484.71,Miller Ltd,Entertainment,West Bruce,Amex,0
e9528284-9cf7-4b7f-8a79-17d51d36d363,2025-02-28 21:23:20,311.11,Wright-Mayer,Tech,Ericville,Visa,0
2961f4c2-9f7c-4c54-9097-f7238f8fd3f5,2025-01-13 18:18:35,918.02,"Olson, Jones and Dorsey",Clothing,Lake Loriport,MasterCard,0
15173e9d-c220-47d3-bc19-1e38ad64c411,2025-02-04 02:52:34,22.75,Hill-Ware,Travel,East Josephtown,Visa,0
95fe0c5c-d960-4a26-afa5-0f7369c429fa,2025-02-14 09:55:31,158.25,King Ltd,Health,West David,Visa,0
504529be-29f9-4029-950b-5a2c59c1964c,2025-03-04 08:34:36,286.13,Andrews-Mckenzie,Food,South Thomas,Visa,0
9d020e12-52c1-40c0-aae1-4ad1227b1d9b,2025-03-17 17:47:59,807.41,Deleon Group,Health,Port Christina,Amex,0
5614a63b-cbe0-46d6-91e1-eb32bede1025,2025-03-29 21:00:33,235.1,"Day, Anderson and Hayes",Tech,North Erinville,Visa,0
a1346c5a-68d5-4359-99b5-18fea048e36c,2025-02-06 07:32:15,847.65,Hernandez-Parker,Health,Robertside,MasterCard,0
6ca4f943-57f1-4637-8f2a-611390c58d7b,2025-01-04 17:55:27,272.44,Larson Inc,Travel,Brianshire,Amex,0
00f12771-f7ab-4ead-8e55-94f9eef1aedd,2025-02-09 11:55:19,829.13,Walker Ltd,Entertainment,Lake Katie,Amex,0
6905fb40-ca98-4ed6-acdd-868e0eb4a7e9,2025-01-30 07:24:43,158.59,"Barton, Rogers and Oliver",Health,Barretthaven,Amex,0
55a49096-6313-4e80-b0e1-2f417729a3eb,2025-01-01 09:18:37,769.19,Keller Inc,Entertainment,Port Steven,Amex,1
c00c54fc-46dd-400d-bd72-c14993c20daa,2025-03-27 23:52:34,998.9,Brown-Johnson,Clothing,Thomastown,Visa,0
52bb9aa2-32c8-4205-ba88-4d58801ef734,2025-02-01 16:21:38,250.28,"Jennings, Evans and Williams",Food,Arroyotown,MasterCard,0
5e53d1d5-e274-489c-ab1d-32ded8c55084,2025-04-01 18:19:20,269.13,"Hernandez, Lambert and Brown",Tech,Christopherhaven,Visa,0
adda48a4-7293-40ac-89d4-b08c83005f03,2025-02-05 23:21:05,26.89,"Cooper, Francis and Goodman",Tech,Lisabury,MasterCard,0
83dc6f5e-67b9-4a45-9e30-789ce392afaf,2025-01-09 08:08:07,696.61,"Reilly, Luna and Wilkins",Clothing,Kerriburgh,Visa,0
75a919a0-6ad9-4c8a-b843-2b8707811d46,2025-02-06 12:40:18,870.65,Rogers-Martin,Travel,Port Ryanside,Amex,0
315424e3-b940-4bb3-9081-ae32bfa3b68e,2025-01-18 13:22:40,133.18,Green Group,Health,Scottmouth,Amex,0
799a3c77-28b9-4648-b184-b8bdd7096412,2025-03-22 09:16:15,566.75,Parker and Sons,Clothing,Port Brittany,Visa,0
6d3b08d9-94aa-4c97-8d36-aa02d7137a90,2025-02-24 20:27:01,606.6,Chen and Sons,Health,West Danielstad,Visa,0
5658bcac-48c9-4989-a74b-9144639dbcc5,2025-02-13 16:03:46,470.54,Wheeler-Colon,Clothing,Port Josephhaven,MasterCard,0
18cf0774-1dbf-47ba-8f76-bf5dac454973,2025-03-09 22:57:53,458.83,Allen Inc,Health,Rachelview,Visa,0
970b77c5-f4f6-419f-8679-ae0cfe695744,2025-01-31 22:42:18,237.5,"Turner, Wood and Hernandez",Clothing,Larrymouth,Visa,0
a2cfeaf6-1779-4f88-a302-bccfc4e31e57,2025-01-24 19:48:40,34.54,Lee-Myers,Health,East Cynthiaton,Amex,0
b25e9bf1-d622-4953-89e3-dafe9396ead6,2025-03-03 18:49:05,432.42,Williams-Conway,Entertainment,East Erin,Amex,1
b6f13412-f94b-4de6-9a62-b888e5c6ab8b,2025-02-27 04:38:23,248.26,Perkins Inc,Travel,Zavalabury,Visa,0
8d310be2-30ce-4c77-a95b-0370e714dcf5,2025-02-20 03:48:15,951.22,King-Miller,Travel,Kevinmouth,MasterCard,0
d0dc21c2-3b21-4e32-859e-36b00b6a815b,2025-02-12 23:49:30,522.23,Mills-Murray,Entertainment,Samuelfurt,MasterCard,0
bcafb111-0ffa-4a3f-a34c-04924e1045c7,2025-01-03 03:30:38,61.49,"Crawford, Simpson and Hill",Travel,East Amandachester,Visa,0
4728037f-4287-439e-bdf5-812996130435,2025-02-19 23:18:20,294.15,Sanford-Gibson,Food,Webbborough,Visa,0
f7194682-6600-4332-a1ef-2679f41965ee,2025-04-05 19:27:39,35.76,"Sanchez, Hart and Grant",Food,Suttonport,Visa,0
4a6d1d06-24b0-44c6-9dfc-11ca9edab6cb,2025-03-21 14:49:47,352.29,Kennedy LLC,Health,New Samuel,Amex,0
43f186d4-7b9f-4804-ad98-5c1c2cc8853a,2025-04-01 06:10:30,643.11,"Neal, Green and Huynh",Tech,Kristinaburgh,MasterCard,0
98ef1838-d9cf-4911-a950-59ac4f854f90,2025-03-26 14:42:34,21.84,Clark Ltd,Travel,Harrisville,Visa,0
dbb496eb-3ec8-4b98-90ca-137a5fbf8922,2025-03-25 07:42:17,779.39,Hart and Sons,Entertainment,New Brianburgh,Amex,1
15c07c8e-b74b-4c94-9eca-ea06f0fa32a4,2025-02-28 12:50:11,673.69,Ball-Ramos,Entertainment,New Angelafort,Visa,0
018850c5-2755-4ac1-8a51-29bdaa6d2c5f,2025-01-01 07:17:42,383.59,"Garrett, Sanders and Lyons",Clothing,Waltersmouth,Visa,0
d2a3cec5-1cff-46b4-b001-dbe230e54964,2025-03-22 05:16:03,607.46,Fitzgerald-Hickman,Travel,West Catherine,Visa,0
94c33e09-8e39-49d6-acad-40e669c22e27,2025-02-14 15:29:33,214.74,Moran-Harris,Clothing,Lake Tanya,MasterCard,0
b3f9e18b-be26-4e8e-8163-93a85decf966,2025-02-26 05:46:20,922.3,Li Inc,Travel,Moniqueshire,Visa,0
0caa65c5-bd10-4a0b-a234-084630a8f0d0,2025-03-29 20:10:48,827.16,"Guerrero, Frank and Cowan",Health,East Anna,MasterCard,0
e49262b3-e1d3-4e58-a7d2-d448a3f62d41,2025-01-25 07:07:43,607.05,"Washington, Baker and Huang",Travel,Campbellland,Amex,0
c7e5fd5e-c408-4c1b-ac6d-4f608048b894,2025-02-28 19:16:09,463.17,Murphy Ltd,Food,Martinton,MasterCard,0
a77188ee-8379-428b-a2a7-1f7b29cfa90d,2025-01-20 09:56:06,927.4,Schaefer PLC,Entertainment,Peterport,Visa,0
69b5fd95-5b32-438a-89c2-229a4c5fdc12,2025-02-21 02:06:10,629.63,Moreno-Barnett,Health,West Williammouth,MasterCard,0
878ba24b-e839-44c7-a623-a723b8f75e3e,2025-02-15 02:48:10,25.4,Williams-Guerrero,Tech,Kimberlyport,MasterCard,0
55bfe91e-142e-4422-9a81-1f1cac6625b7,2025-03-22 03:28:06,636.04,Tate Group,Travel,Rogersmouth,MasterCard,0
80e5cbe8-0443-49fd-ad77-adbd2a841b82,2025-04-02 19:01:03,838.84,"Arnold, Rodriguez and Hogan",Travel,Fishertown,Amex,1
a5adaab9-1718-4f3a-b48d-c61c1ed20231,2025-03-12 21:55:09,190.64,"Krause, Rios and White",Tech,Port Kimberly,MasterCard,0
c691422d-1a33-4498-8c3d-2368a7f2488d,2025-01-11 14:59:53,459.39,Jones-Boyle,Travel,North Susanburgh,Visa,0
4cec9aa6-4c42-4cde-8384-ee390eb351b6,2025-01-27 22:16:14,785.97,"Hughes, Bryant and Robinson",Health,West Michael,Amex,0
7b09c3b9-6f77-4cbe-ad72-562d142e2b40,2025-02-24 09:16:40,756.92,Allen and Sons,Tech,Andrewmouth,Visa,0
971f722c-898e-494d-a859-9a7caa8381ac,2025-01-03 19:26:56,311.44,Martinez LLC,Food,Mcdonaldville,Amex,0
b319c2ef-c4a7-41cb-9327-a7ab94e0c260,2025-03-09 22:52:26,897.31,Washington-Potter,Entertainment,Jeffreyshire,MasterCard,0
cfd6a19c-e4f1-4421-bdd9-ef063ee1cc96,2025-01-02 09:24:14,79.89,Franco Inc,Clothing,East Harry,Amex,0
28c90bce-ebb6-49a3-a904-2b9a0345a154,2025-03-23 06:52:17,262.51,"Smith, Garcia and Bennett",Travel,Lake Derek,Amex,0
40ca1aa1-71de-40fb-934b-c924e1df1860,2025-01-08 16:30:30,727.52,Johnson-Sandoval,Entertainment,Jacquelineberg,Amex,0
ff08516d-0e3e-4320-a225-2ff9866236bf,2025-01-23 14:05:11,467.94,Maxwell-Zimmerman,Health,West Kurtmouth,Visa,0
383b91d9-d0da-418c-9221-72c41cf44ff9,2025-02-28 14:28:54,449.15,"Foley, Rhodes and Hughes",Food,Christineside,Visa,0
36cf9bfb-544f-4b1e-a34c-53ae4973ac98,2025-01-19 08:46:50,762.84,Norris LLC,Health,Kennethtown,Visa,0
fbe976e5-3320-43c9-9d06-6b24ed9fa699,2025-02-03 06:34:04,734.8,Lamb and Sons,Health,Christianhaven,MasterCard,0
ed9ff638-c2a1-4241-bf7d-602a9fa72ba6,2025-04-05 19:03:28,897.93,Winters Group,Clothing,South Gregoryshire,MasterCard,0
fcd148ba-2030-4ea4-a90e-9f85eafe71b5,2025-02-12 23:05:20,722.72,Reynolds LLC,Clothing,Shannonfort,Amex,0
1a31b249-6100-4ee0-b707-9b864d2bbafa,2025-02-09 20:32:55,884.35,Young-Wolf,Health,Maynardburgh,MasterCard,0
f90318a4-f75d-47e9-9114-d79fba636f90,2025-01-19 23:19:53,273.66,Hanson-Trujillo,Clothing,Jackhaven,Visa,0
86cf5c1e-c225-4745-9837-436489f4d425,2025-03-29 17:53:23,133.37,"Turner, Harris and Campbell",Tech,Carriemouth,MasterCard,1
131af13f-7f53-4fd9-9c8b-47831ac02ee0,2025-03-07 05:35:09,974.25,Harris-Bishop,Tech,Patelmouth,MasterCard,1
5c534dd8-8431-4243-929c-30e772ce072a,2025-01-05 09:57:49,638.23,Vasquez-Hall,Clothing,Janetland,Visa,0
817edbb2-2c72-43e9-8559-509439b7dc1e,2025-03-06 18:33:22,127.46,Sullivan-Brown,Food,Aaronport,Visa,0
33b234db-2421-462c-bb5c-000c6178e192,2025-02-18 13:09:30,771.1,Middleton-Harrison,Entertainment,South Michaelburgh,Amex,0
cf2a293f-4d23-4e9a-93dd-1d93e67ff6ed,2025-03-02 15:26:20,366.41,Stokes LLC,Clothing,Cameronborough,Visa,0
028a361e-077d-41cf-881e-7ad6595ca36e,2025-02-21 09:12:36,413.89,Johnson-Clark,Entertainment,Port Sara,MasterCard,0
49bd2d48-95d2-4801-afaa-4a1465350ea0,2025-03-06 16:31:19,465.57,Baldwin Group,Travel,Henrychester,MasterCard,0
7aab6226-fa4a-4aa2-b79f-75e7826583a3,2025-01-25 22:06:17,219.42,"Parsons, Ayala and Burch",Health,South Michael,Amex,0
b918561d-acf8-4f39-ba11-10fcac4405a8,2025-02-28 15:00:36,338.16,"Foster, Turner and Pitts",Clothing,East Wendyberg,MasterCard,0
37ac9e30-d865-496c-9ea1-74554a5c203f,2025-03-24 01:41:41,592.63,Riddle-Farrell,Health,East Katie,Visa,1
ee0451f6-161b-4107-bcd3-4b750b9015ba,2025-02-27 14:14:22,296.08,"Greene, Olson and Ramirez",Tech,West Racheltown,Amex,1
bd21a6d3-5754-4880-abb2-45b83e0c9387,2025-01-17 22:33:42,442.77,Keller-Garrison,Travel,Oliverport,MasterCard,0
6049efb0-4edd-4470-aa21-3519cf8b0bc0,2025-01-07 16:41:07,155.37,"Blackwell, Carter and Atkinson",Clothing,Port Sarah,Amex,0
2274f7c4-e997-4181-8e29-b4aef2bd8088,2025-02-26 13:05:14,63.22,Long-Robinson,Tech,New Jessica,Amex,0
2d9dbe8f-746c-425e-b45f-60a02866935d,2025-02-13 03:40:12,681.17,Bailey-Osborn,Tech,North Rebeccamouth,Amex,0
143fa652-0493-442b-956e-2dca5409caee,2025-01-19 15:54:27,928.95,Gilbert-Oneal,Travel,Robbinsland,Visa,1
d93479ef-07e6-4b03-b9fb-c1aec148b220,2025-01-23 16:47:24,495.83,"Jones, Kennedy and Howard",Food,East Scott,Visa,0
da5cd21b-c7e2-4f79-be5c-b00c95bd15a9,2025-01-16 23:08:03,440.3,French-Fisher,Clothing,Janetville,MasterCard,0
1cc7d1f7-fc25-4e8b-80cc-4b0b12c8c67c,2025-02-09 21:35:09,298.14,"Hall, Jacobs and Rogers",Food,Michaelmouth,Amex,0
a43a6a08-24af-4577-ade2-14d11d6c1c73,2025-01-13 11:34:06,265.19,"Sims, Cole and Moyer",Food,Angelahaven,MasterCard,0
e9fbea1b-7073-4708-871c-6025156400e1,2025-03-14 04:26:09,876.38,Martinez-Orr,Entertainment,East Annaville,Amex,0
dc397058-aa1e-4379-8f20-27e4f5073540,2025-03-07 14:03:34,263.48,Oneal Group,Health,Port Krista,MasterCard,0
ec1ec877-6e81-4c47-8a1a-97c7866c4547,2025-02-15 12:20:11,183.1,Smith and Sons,Tech,Travisbury,Visa,0
164cb972-7ac4-42fe-8678-797519f2617d,2025-01-31 10:11:55,282.07,Hall and Sons,Health,Laurahaven,Amex,0
abfb4419-c3c4-4124-9b3d-9f35870cbbd0,2025-02-16 03:32:05,371.33,"Ward, Carr and Cortez",Clothing,Cruzfort,Visa,0
d4423bf9-4f30-4820-b275-107c464acdff,2025-02-25 15:27:16,331.55,"Moreno, Williams and Krause",Clothing,Hoffmanmouth,MasterCard,0
05c0aeb3-f40d-4717-9469-122798294806,2025-01-24 13:54:29,611.66,Hendricks-Reed,Food,Wadefurt,MasterCard,0
21903d5e-102f-4565-8cc4-fec064122142,2025-01-11 04:58:12,690.6,Taylor-Roy,Entertainment,Hernandezmouth,MasterCard,0
2148e885-44f8-4370-970a-43ed74d25c2b,2025-03-30 08:05:48,276.97,Allen Inc,Clothing,West Kelsey,MasterCard,0
05c7ccd8-c742-468d-8dfc-dfbc367140c9,2025-01-12 15:08:36,385.81,Velez-Montgomery,Health,Blackbury,Visa,0
ee704359-eea0-499b-b2a7-7feec37fe62b,2025-02-17 15:00:03,430.48,Adams Ltd,Travel,West Debra,Amex,0
3b402bc4-8218-4445-a574-7bef8e19343b,2025-03-10 16:32:39,74.43,Hunter and Sons,Travel,North Kaylaville,Visa,1
095fe69c-3838-49aa-8ba3-87968dfadc8a,2025-02-26 22:49:47,331.35,Barrera-Mooney,Entertainment,Josephfort,MasterCard,0
7592097d-ec78-4c84-8bb3-e476c277050a,2025-02-17 01:12:47,344.41,Wright Inc,Entertainment,Goodside,Amex,0
97614315-b380-472c-9a49-bc0ac7eec770,2025-01-09 22:10:51,613.96,"Castillo, Love and Smith",Entertainment,Danielborough,Amex,0
ad0fb90b-001e-4c7d-92d5-1c79d25c85fd,2025-01-24 03:38:23,179.39,"Williams, Brooks and Brown",Travel,Marcusshire,Visa,0
ff439b05-ccb2-4d98-b758-50fea28c57e4,2025-01-09 16:52:28,446.04,Berger PLC,Food,West Brittanychester,MasterCard,0
9492f17e-fd9a-4e70-bf73-efdacf9f925e,2025-01-19 16:04:37,288.5,Murray-Sims,Health,West Tammy,Amex,0
3ace9566-dd4c-41ce-98a4-0247851d0de3,2025-02-07 03:14:29,628.63,Conley Ltd,Health,South Heather,Amex,0
38654700-6302-4cdf-b842-ee2cd517ae58,2025-03-30 20:23:14,253.17,"Gomez, Johnson and Shannon",Travel,West Paulahaven,MasterCard,1
9d6b2c68-cd7c-4c53-9db2-d192d6942b9f,2025-02-05 19:00:15,182.31,"Jones, Gonzalez and Rivera",Health,Branchborough,MasterCard,0
f7c48b91-6f5d-428f-87a7-d648ce4d604f,2025-01-30 05:42:50,813.34,Terrell Inc,Entertainment,Kevinton,MasterCard,1
7f49d91f-bd86-4258-beac-6c509ca389ff,2025-01-05 01:49:09,169.47,Powell-Case,Health,East Christopherhaven,Visa,0
ce65ead0-8636-4b17-b4d5-f0ec42f1903c,2025-02-04 17:38:14,120.44,Bowen PLC,Health,New Joseph,Amex,0
69165dd7-bf82-4554-96ad-2f3c26b9d5d9,2025-03-01 12:24:38,324.28,"Davis, Oliver and Merritt",Tech,Mooreland,Visa,0
e381b4bf-2634-4f72-bf4f-67a8b2caf6c1,2025-01-03 01:05:17,941.54,"Roberts, Fowler and Mason",Travel,East Caleb,MasterCard,0
